gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,80,2048,7168,ck,8,0,22.162,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,105.98,703.06,0.0
gfx950,256,96,2048,7168,ck,8,0,22.2073,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,126.92,709.74,0.0
gfx950,256,112,2048,7168,ck,8,0,22.3575,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,147.08,713.03,0.0
gfx950,256,128,2048,7168,ck,8,0,22.4925,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,167.08,716.77,0.0
gfx950,256,144,2048,7168,ck,7,0,28.4238,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,148.74,573.54,0.0
gfx950,256,160,2048,7168,ck,7,0,28.4105,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,165.35,580.15,0.0
gfx950,256,176,2048,7168,ck,7,0,28.5048,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,181.28,584.55,0.0
gfx950,256,192,2048,7168,ck,18,0,27.8387,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,202.49,605.01,0.0
gfx950,256,208,2048,7168,ck,7,0,28.8315,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,211.81,590.43,0.0
gfx950,256,224,2048,7168,ck,13,0,28.7371,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,228.86,598.64,0.0
gfx950,256,240,2048,7168,ck,7,0,29.0833,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,242.28,597.71,0.0
gfx950,256,256,2048,7168,ck,18,0,28.1313,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,267.18,624.35,0.0
gfx950,256,288,2048,7168,ck,18,0,29.7403,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,284.32,602.69,0.0
gfx950,256,320,2048,7168,ck,18,0,28.427,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,330.5,643.21,0.0
gfx950,256,352,2048,7168,ck,18,0,30.3333,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,340.71,614.67,0.0
gfx950,256,384,2048,7168,ck,18,0,28.7317,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,392.4,661.48,0.0
gfx950,256,416,2048,7168,ck,18,0,30.5733,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,399.49,633.42,0.0
gfx950,256,448,2048,7168,ck,18,0,28.9083,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,455.0,682.38,0.0
gfx950,256,480,2048,7168,ck,18,0,31.0885,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,453.31,646.12,0.0
gfx950,256,512,2048,7168,ck,18,0,30.2078,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,497.63,676.89,0.0
gfx950,256,544,2048,7168,ck,2,0,42.1547,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,378.89,493.6,0.0
gfx950,256,576,2048,7168,ck,3,0,40.6654,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,415.87,520.54,0.0
gfx950,256,608,2048,7168,ck,2,0,42.226,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,422.75,509.84,0.0
gfx950,256,640,2048,7168,ck,2,0,41.8636,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,448.85,522.87,0.0
gfx950,256,672,2048,7168,ck,2,0,43.0687,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,458.11,516.6,0.0
gfx950,256,704,2048,7168,ck,2,0,42.0256,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,491.83,538.0,0.0
gfx950,256,736,2048,7168,ck,2,0,43.1169,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,501.17,532.75,0.0
gfx950,256,768,2048,7168,ck,2,0,42.3103,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,532.93,551.42,0.0
gfx950,256,800,2048,7168,ck,2,0,43.9014,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,535.02,539.65,0.0
gfx950,256,832,2048,7168,ck,2,0,43.8699,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,556.82,548.25,0.0
gfx950,256,864,2048,7168,ck,2,0,44.2282,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,573.55,551.96,0.0
gfx950,256,896,2048,7168,ck,2,0,44.4637,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,591.64,557.14,0.0
gfx950,256,928,2048,7168,ck,2,0,44.5416,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,611.7,564.26,0.0
gfx950,256,960,2048,7168,ck,2,0,44.9172,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,627.5,567.57,0.0
gfx950,256,992,2048,7168,ck,2,0,45.1456,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,645.14,572.68,0.0
gfx950,256,1024,2048,7168,ck,2,0,45.1759,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,665.5,580.27,0.0
gfx950,256,1088,2048,7168,ck,0,0,54.692,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,584.07,492.49,0.0
gfx950,256,1152,2048,7168,ck,0,0,54.8698,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,616.42,504.03,0.0
gfx950,256,1216,2048,7168,ck,0,0,54.9741,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,649.43,516.19,0.0
gfx950,256,1280,2048,7168,ck,0,0,55.3769,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,678.64,525.45,0.0
gfx950,256,1344,2048,7168,ck,0,0,56.9272,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,693.17,523.81,0.0
gfx950,256,1408,2048,7168,ck,0,0,56.6467,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,729.77,539.13,0.0
gfx950,256,1472,2048,7168,ck,0,0,57.1186,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,756.64,547.29,0.0
gfx950,256,1536,2048,7168,ck,0,0,58.2691,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,773.95,548.86,0.0
gfx950,256,1600,2048,7168,ck,0,0,60.0411,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,782.4,544.67,0.0
gfx950,256,1664,2048,7168,ck,0,0,60.4455,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,808.25,552.95,0.0
gfx950,256,1728,2048,7168,ck,0,0,61.4784,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,825.24,555.39,0.0
gfx950,256,1792,2048,7168,ck,0,0,60.1511,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,874.69,579.63,0.0
gfx950,256,1856,2048,7168,ck,0,0,62.8984,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,866.36,565.77,0.0
gfx950,256,1920,2048,7168,ck,0,0,62.5256,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,901.57,580.67,0.0
gfx950,256,1984,2048,7168,ck,0,0,62.2238,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,936.14,595.08,0.0
gfx950,256,2048,2048,7168,ck,0,0,63.158,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,952.05,597.69,0.0
gfx950,256,4096,2048,7168,cktile,28,0,99.6726,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1206.54,610.17,0.0
gfx950,256,6144,2048,7168,cktile,11,0,111.4848,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1618.06,752.44,0.0
gfx950,256,8192,2048,7168,cktile,27,0,188.6256,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1275.11,567.02,0.0
gfx950,256,10240,2048,7168,cktile,28,0,197.824,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1519.77,657.27,0.0
gfx950,256,12288,2048,7168,cktile,29,0,210.8909,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1710.73,725.93,0.0
gfx950,256,14336,2048,7168,cktile,29,0,286.7111,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1468.05,614.42,0.0
gfx950,256,16384,2048,7168,cktile,27,0,301.531,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1595.31,660.73,0.0
gfx950,256,32768,2048,7168,cktile,11,0,591.8826,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1625.45,648.4,0.0
gfx950,256,1,7168,384,ck,13,0,4.049,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,1.36,683.44,0.0
gfx950,256,2,7168,384,ck,13,0,3.9781,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,2.77,699.32,0.0
gfx950,256,4,7168,384,ck,11,0,3.7468,a8w8_blockscale_1x128x128_256x32x64x128_16x16_16x16_2x1_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,5.88,750.34,0.0
gfx950,256,8,7168,384,ck,5,0,4.3418,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,10.14,661.08,0.0
gfx950,256,16,7168,384,ck,6,0,4.0068,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,21.98,745.74,0.0
gfx950,256,32,7168,384,ck,13,0,4.2025,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,41.92,767.06,0.0
gfx950,256,48,7168,384,ck,11,0,4.1134,a8w8_blockscale_1x128x128_256x32x64x128_16x16_16x16_2x1_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,64.24,840.93,0.0
gfx950,256,64,7168,384,ck,13,0,4.5018,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,78.26,820.69,0.0
gfx950,256,80,7168,384,ck,6,0,4.7879,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,91.98,820.84,0.0
gfx950,256,96,7168,384,ck,6,0,4.6969,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,112.52,886.89,0.0
gfx950,256,112,7168,384,ck,13,0,4.937,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,124.89,891.46,0.0
gfx950,256,128,7168,384,ck,3,0,5.1698,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,136.3,896.88,0.0
gfx950,256,144,7168,384,ck,4,0,5.107,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,155.22,954.02,0.0
gfx950,256,160,7168,384,ck,13,0,6.1823,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,142.47,826.18,0.0
gfx950,256,176,7168,384,ck,2,0,6.3996,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,151.4,834.93,0.0
gfx950,256,192,7168,384,ck,18,0,7.1816,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,147.18,776.81,0.0
gfx950,256,208,7168,384,ck,2,0,6.5719,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,174.23,884.72,0.0
gfx950,256,224,7168,384,ck,1,0,6.7284,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,183.27,899.14,0.0
gfx950,256,240,7168,384,ck,1,0,6.8932,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,191.67,911.81,0.0
gfx950,256,256,7168,384,ck,1,0,7.0096,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,201.05,930.27,0.0
gfx950,256,288,7168,384,ck,10,0,8.1446,a8w8_blockscale_1x128x128_256x32x128x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,194.66,858.47,0.0
gfx950,256,320,7168,384,ck,13,0,8.2687,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,213.05,902.55,0.0
gfx950,256,352,7168,384,ck,13,0,8.4516,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,229.28,938.75,0.0
gfx950,256,384,7168,384,ck,0,0,8.7654,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,241.17,958.88,0.0
gfx950,256,416,7168,384,ck,0,0,8.9052,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,257.16,996.72,0.0
gfx950,256,448,7168,384,ck,0,0,8.9761,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,274.76,1041.33,0.0
gfx950,256,480,7168,384,ck,0,0,9.0489,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,292.01,1085.01,0.0
gfx950,256,512,7168,384,ck,0,0,9.1213,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,309.01,1128.04,0.0
gfx950,256,544,7168,384,ck,2,0,9.8672,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,303.5,1090.5,0.0
gfx950,256,576,7168,384,ck,2,0,10.0314,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,316.1,1119.61,0.0
gfx950,256,608,7168,384,ck,3,0,11.6353,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,287.66,1005.76,0.0
gfx950,256,640,7168,384,ck,3,0,11.6384,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,302.72,1045.96,0.0
gfx950,256,672,7168,384,ck,18,0,12.0301,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,307.51,1051.06,0.0
gfx950,256,704,7168,384,ck,3,0,11.9235,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,325.03,1099.96,0.0
gfx950,256,736,7168,384,ck,1,0,12.8469,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,315.38,1057.57,0.0
gfx950,256,768,7168,384,ck,1,0,12.8765,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,328.34,1091.72,0.0
gfx950,256,800,7168,384,ck,2,0,13.296,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,331.23,1092.7,0.0
gfx950,256,832,7168,384,ck,2,0,13.1797,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,347.52,1138.08,0.0
gfx950,256,864,7168,384,ck,3,0,14.2414,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,333.98,1086.31,0.0
gfx950,256,896,7168,384,ck,0,0,14.0585,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,350.86,1133.95,0.0
gfx950,256,928,7168,384,ck,0,0,14.2486,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,358.54,1151.88,0.0
gfx950,256,960,7168,384,ck,0,0,14.296,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,369.67,1181.01,0.0
gfx950,256,992,7168,384,ck,0,0,14.4355,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,378.3,1202.23,0.0
gfx950,256,1024,7168,384,ck,0,0,14.3906,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,391.72,1238.71,0.0
gfx950,256,1088,7168,384,ck,0,0,14.9709,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,400.07,1253.62,0.0
gfx950,256,1152,7168,384,ck,0,0,14.9075,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,425.41,1322.15,0.0
gfx950,256,1216,7168,384,ck,3,0,17.3062,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,386.8,1193.33,0.0
gfx950,256,1280,7168,384,ck,3,0,17.7527,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,396.92,1216.38,0.0
gfx950,256,1344,7168,384,ck,1,0,18.4305,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,401.44,1222.77,0.0
gfx950,256,1408,7168,384,ck,1,0,18.1824,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,426.3,1291.26,0.0
gfx950,256,1472,7168,384,ck,0,0,19.4825,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,415.93,1253.45,0.0
gfx950,256,1536,7168,384,ck,0,0,19.3374,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,437.27,1311.57,0.0
gfx950,256,1600,7168,384,ck,0,0,19.7168,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,446.73,1334.12,0.0
gfx950,256,1664,7168,384,ck,0,0,19.286,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,474.97,1412.77,0.0
gfx950,256,1728,7168,384,cktile,31,0,20.6526,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3_aqrm,460.6,1364.9,0.0
gfx950,256,1792,7168,384,ck,1,0,22.9842,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,429.21,1267.43,0.0
gfx950,256,1856,7168,384,ck,1,0,23.3304,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,437.94,1289.0,0.0
gfx950,256,1920,7168,384,ck,0,0,23.7056,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,445.87,1308.34,0.0
gfx950,256,1984,7168,384,ck,1,0,24.4704,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,446.33,1305.94,0.0
gfx950,256,2048,7168,384,ck,1,0,24.145,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,466.94,1362.56,0.0
gfx950,256,4096,7168,384,ck,0,0,40.4015,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,558.11,1560.48,0.0
gfx950,256,6144,7168,384,ck,0,0,58.5103,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,578.07,1592.75,0.0
gfx950,256,8192,7168,384,ck,0,0,74.1794,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,607.95,1662.71,0.0
gfx950,256,10240,7168,384,ck,0,0,90.8814,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,620.27,1688.85,0.0
gfx950,256,12288,7168,384,ck,0,0,105.5329,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,640.99,1740.04,0.0
gfx950,256,14336,7168,384,ck,0,0,121.083,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,651.78,1765.55,0.0
gfx950,256,16384,7168,384,ck,0,0,147.3687,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,612.03,1655.2,0.0
gfx950,256,32768,7168,384,ck,0,0,264.9201,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,680.92,1831.11,0.0
gfx950,256,1,6144,7168,ck,8,0,22.4991,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.91,1958.28,0.0
